customer_id,name,dob,kyc_status,email,phone,address,country
C-1001,Amanda Harris,1980-08-13,PENDING,james34@schneider-barnes.com,+18475481153,"3659 Hatfield Meadows, New Loriport, NE 42893",Kazakhstan
C-1002,Stephanie Hernandez,1984-04-01,PENDING,mooretyler@brown-morris.biz,+11371207131,"036 Pugh Mission, Riceberg, PA 29885",Bulgaria
C-1003,William Huang,1972-12-16,PENDING,fletcherdavid@campos.info,,"88000 Miller View Suite 977, East Kelly, NV 87654",Mauritania
C-1004,Thomas Davis,1963-01-14,BLOCKED,anthonysmith@solis.com,+16922930121,"047 Castaneda Shoal, North Juan, CT 63355",Japan
C-1005,David Hess,1993-08-08,APPROVED,lopezpatricia@hotmail.com,+12427884788,"3834 Samantha Parkways, South Wyatt, MD 27011",Senegal
C-1006,Victor Garza,2002-06-22,BLOCKED,christophermorrow@yahoo.com,+15424506419,"3953 Brent Field, East Stephen, VA 67523",Oman
C-1007,Amanda Chapman,2000-09-16,APPROVED,panderson@gmail.com,+11834535940,"095 Lopez Vista Apt. 570, Underwoodhaven, LA 55615",Cote d'Ivoire
C-1008,Connie Fisher,1988-10-03,APPROVED,qpadilla@good.com,+14653682504,"3463 Timothy Stravenue, Zacharyfort, MN 38118",Israel
C-1009,Danielle Sanchez,1979-05-29,PENDING,elizabeth90@hotmail.com,+18071193802,"40258 Melissa Port, East Leonard, WA 10542",Isle of Man
C-1010,Ronald Knox,2002-08-07,BLOCKED,elizabeth12@daniels.biz,+13782075854,"22371 Jonathan Pine Suite 180, West John, SD 27099",China
C-1011,Nancy Guerrero,1998-09-09,BLOCKED,reynoldsrichard@hotmail.com,,"369 Nicole Overpass Suite 500, Chavezberg, ME 32439",French Guiana
C-1012,Alyssa Watson,1989-11-25,BLOCKED,fpatterson@pena-harvey.com,+15435688809,"0183 Williams Courts Suite 869, South Shannon, NJ 18689",Saint Helena
C-1013,Phillip Park,1995-07-04,APPROVED,shirley95@yahoo.com,+15494106832,"17847 Christopher River, Robertfort, AR 90890",Nigeria
C-1014,Kelly Brown,1969-10-14,BLOCKED,georgejohnson@young.com,,"236 Miller Tunnel, Wallerstad, TN 45646",Holy See (Vatican City State)
C-1015,Hayley Welch,2006-05-13,PENDING,brian40@hotmail.com,+15759678980,"28341 Bailey Hills Suite 699, Sparkschester, ND 20717",Moldova
C-1016,David Taylor,1977-12-07,BLOCKED,ebauer@maldonado.com,+19394008772,"PSC 3492, Box 2813, APO AE 81365",Cote d'Ivoire
C-1017,Jacob Larsen,1980-04-09,PENDING,deniselane@yahoo.com,+18034147230,"5218 Richard Junction Suite 102, Warrenburgh, IL 30266",Afghanistan
C-1018,Wendy Lyons,1960-07-10,APPROVED,robertcook@williams.com,+13267311519,"189 Davenport Island Apt. 257, West James, ND 49674",Niue
C-1019,Catherine Shannon,1986-11-12,APPROVED,rjones@flores.biz,,"25940 Christopher Drive, Collinstown, NC 15272",Guinea-Bissau
C-1020,Hannah Miller,1972-11-24,PENDING,vgutierrez@powell.com,+17366015750,"USNS Sawyer, FPO AE 84763",Reunion
C-1021,Nicole Woods,2005-02-24,BLOCKED,fblackburn@harris.info,+19530056548,"24146 Dillon Circles Apt. 014, North John, LA 67618",Congo
C-1022,Ricky Finley,1999-02-11,BLOCKED,denise03@vasquez.com,+17343873235,"739 Jacob Park Apt. 762, Port Samantha, UT 71318",Honduras
C-1023,Mike White,1996-10-29,BLOCKED,cwarren@gmail.com,+11344983236,"57555 Justin Fords, Lake Cameron, UT 54105",Saint Barthelemy
C-1024,Paul Herrera,1989-10-01,BLOCKED,martinallen@hotmail.com,+18678520308,"717 Acosta Parkways, Rayport, CO 50552",Greenland
C-1025,Jonathan Torres,1968-11-09,PENDING,bennettjessica@diaz.biz,+17690739427,"134 David Heights, North Jamesborough, AR 71645",Pakistan
C-1026,Brandon Bennett,1997-02-08,APPROVED,deborah98@anderson.info,+11419380088,"8724 Chad Islands Apt. 314, Turnermouth, AK 13584",Faroe Islands
C-1027,Rebekah Zamora,1982-10-07,BLOCKED,jeremy06@anderson.info,+12129752389,"92087 Kennedy Light Suite 450, Amybury, NM 98067",Dominica
C-1028,James Jennings,1971-11-18,PENDING,keith01@orr.com,+14661747096,"98898 Smith Port Suite 495, Lake Racheltown, IA 56769",Cambodia
C-1029,Nathan Garcia,1979-03-27,BLOCKED,oolsen@hotmail.com,+13935466168,"09544 Brooke Mountains, South Nancy, FL 12687",Kiribati
C-1030,Adam Moore,1964-03-11,BLOCKED,beckjulie@gmail.com,+12326605003,"6931 Osborn Mountain, West Melindaberg, CO 87661",Lesotho
C-1031,Janet Peterson,1989-12-09,APPROVED,mkennedy@tran-klein.org,+11839909954,"USNS Moore, FPO AE 06755",Reunion
C-1032,Jerry Owens,1989-04-09,PENDING,karenmccoy@miranda-blevins.biz,+16869333729,"9598 Cathy Crest, Julieview, IN 82949",Martinique
C-1033,Yolanda Houston,1973-04-22,APPROVED,duane36@gmail.com,+15020309544,"4085 Johnson Tunnel, Crossland, MO 08720",Bermuda
C-1034,Nathan Fox,2007-04-04,PENDING,patrickdiaz@hotmail.com,+11088880365,"572 Wagner Fall Apt. 316, Port Stephanieton, SC 63270",El Salvador
C-1035,Scott Dunn,1958-01-13,APPROVED,amanda35@gmail.com,+18650080333,"Unit 6981 Box 8784, DPO AP 69154",Cyprus
C-1036,Jennifer Lewis,1994-03-16,PENDING,lindsey91@rivera.com,+14218233642,"PSC 4358, Box 1967, APO AP 59526",Grenada
C-1037,Mark Bishop,2005-07-17,APPROVED,murrayseth@mcdaniel.biz,+12758837825,"16554 Roman Lane Suite 162, Port Chasefort, CO 20327",Tokelau
C-1038,Kimberly Atkins,1967-09-19,PENDING,imiller@webster.info,+19560580801,"30453 Baker Forest, Wrightfurt, AR 53108",Bhutan
C-1039,Melinda Berry,1973-05-19,PENDING,jaredlara@yahoo.com,+17242298567,"2908 Lane Ridge Suite 090, Port Chaseville, CA 59851",Anguilla
C-1040,Christopher Simpson,1959-10-16,BLOCKED,emily00@yahoo.com,+13996212774,"324 Mary Mill, West Jonathan, IL 89331",Mexico
C-1041,Kristen Velazquez,1974-09-14,PENDING,mrogers@yahoo.com,+15725844840,"1712 Jones Square Suite 683, North Alexfurt, FL 44517",Oman
